OBJECTID,linkid,description,site_origin,site_destination,direction
56684,1970,"Neerim Rd, Boran Rd to Grange Rd",4082,3290,EB
56685,1971,"Neerim Rd, Grange Rd to Booran Rd",3290,4082,WB
56686,1972,"Booran Rd, Neerim Rd to Glen Huntly Rd",4082,4093,SB
56687,1973,"Booran Rd, Glen Huntly Rd to Neerim Rd",4093,4082,NB
56688,1974,"High St, St Kilda Rd to Punt Rd",4543,3401,WB
56689,1975,"High St, Punt Rd to St Kilda Rd",3401,4543,WB
56690,1976,"High St, St Kilda Rd to Queens Rd",4543,2407,WB
56691,1977,"High St, Queens Rd to St Kilda Rd",2407,4543,EB
56692,1978,"St Kilda Rd, High St to Commercial Rd",4543,4541,NB
56693,1979,"St Kilda Rd, Commercial Rd to High St",4541,4543,SB
56694,1980,"St Kilda Rd, High St to Fitzroy St",4543,2301,SB
56695,1981,"St Kilda Rd, High St to Wellington St",4543,2302,SB
56696,1982,"St Kilda Rd, Fitzroy St to High St",2301,4543,NB
56697,1983,"St Kilda Rd, Wellington St to High St",2302,4543,NB
56698,1984,"Albert Rd, Kings Way to Lakeside Dr",2405,4733,SB
56699,1985,"Albert Rd, Lakeside Dr to Kings Way",4733,2405,NB
56700,1986,"Albert Rd, Lakeside Dr to Clarendon St",4733,4912,SB
56701,1987,"Albert Rd, Clarendon St to Lakeside Dr",4912,4733,NB
56702,1988,"Albert Rd, Clarendon St to Ferrars St",4912,4909,SB
56703,1989,"Albert Rd, Ferrari St to Clarendon St",4909,4912,NB
56704,1990,"Victoria St, Hoddle St to Lennox St",3385,4814,EB
56705,1991,"Victoria St, Lennox St to Hoddle St",4814,3385,WB
56706,1992,"Victoria St, Lennox St to Church St",4814,4816,EB
56707,1993,"Victoria St, Church St to Lennox St",4816,4814,WB
56708,1994,"Victoria St, Church St to Burnley St",4816,4821,EB
56709,1995,"Victoria St, Burnley St to Church St",4821,4816,WB
56710,1998,"Fitzroy St, Alma Rd to Canterbury Rd",4832,4831,SB
56711,1999,"Fitzroy St, Canterbury Rd to Alma Rd",4831,4832,NB
56712,2000,"St Kilda Rd, Park St to Toorak Rd West",4536,4539,SB
56713,2001,"St Kilda Rd, Toorak Rd West to Park St ",4539,4536,NB
56714,2002,"Fitzroy St, St Kilda Rd to Alma Rd",2302,4832,SB
56715,2003,"Fitzroy St, Alma Rd to St Kilda Rd",4832,2302,NB
56716,2004,"Alma Rd, Fitzroy St to Barkly St",4832,3424,SB
56717,2005,"Alma Rd, Barkly St to Fitzroy St",3424,4832,NB
56718,2006,"Poath Rd, Dandenong Rd to Neerim Rd",2424,4086,SB
56719,2007,"Poath Rd, Neerim Rd to Dandenong Rd",4086,2424,NB
56720,2008,"Dandenong Rd, Burke Rd to Grange Rd",2419,2420,SB
56721,2009,"Dandenong Rd, Grange Rd to Burke Rd",2420,2419,NB
56722,2010,"Dandenong Rd, Grange Rd to Koornang Rd",2420,2421,EB
56723,2011,"Dandenong Rd, Koornang Rd to Grange Rd",2421,2420,WB
56724,2012,"Dandenong Rd, Koornang Rd to Murrumbeena Rd",2421,2422,EB
56725,2013,"Dandenong Rd, Murrumbeena Rd to Koornang Rd",2422,2421,WB
56726,2014,"Balaclava Rd, Kambrook Rd to Normanby Rd",4077,4076,WB
56727,2015,"Balaclava Rd, Normanby Rd to Kambrook Rd",4076,4077,EB
56728,2016,"Glen Eira Rd, Hotham St to Orrong Rd",4855,4078,EB
56729,2017,"Glen Eira Rd, Orrong Rd to Hotham St",4078,4855,WB
56730,2018,"Ferrars St, City Rd to York St",4885,4897,SB
56731,2019,"Ferrars St, York St to City Rd",4897,4885,NB
56732,2020,"Ferrars St, York St to Dorcas St",4897,4899,SB
56733,2021,"Ferras St, Dorcas St to York St",4899,4897,NB
56734,2022,"Ferrars St, Dorcas St to Park St",4899,4903,SB
56735,2023,"Ferrars St, Park St to Dorcas St",4903,4899,NB
56736,2024,"Ferrars St, Park St to Albert Rd",4903,4909,SB
56737,2025,"Ferrars St, Albert Rd to Park St",4909,4903,NB
56738,2026,"Wattletree Rd, Burke Rd to Malvern Rd",4368,4349,EB
56739,2027,"Wattletree Rd, Malvern Rd to Burke Rd",4349,4368,WB
56740,2028,"Malvern Rd, High St to Wattletree Rd",4350,4349,SB
56741,2029,"Malvern Rd, Wattletree Rd to Hight St",4349,4350,NB
56742,2030,"York St, Ferrars St to City Rd",4897,4886,WB
56743,2031,"York St, City Rd to Ferrars St",4886,4897,EB
56744,2032,"Grange Rd, Dandenong Rd to Neerim Rd",2420,3290,SB
56745,2033,"Grange Rd, Neerim Rd to Dandenong Rd",3290,2420,NB
56746,2034,"Alma Rd, St Kilda Rd to Barkly St",2304,3424,WB
56747,2035,"Alma Rd, Barkly St to St Kilda Rd",3424,2304,EB
56748,2036,"Balaclava Rd, Hotham St to Orrong Rd",4853,4073,EB
56749,2037,"Balaclava Rd, Orrong Rd to Hotham St",4073,4853,WB
56750,2038,"Balaclava Rd, Orrong Rd to Kooyong Rd",4073,4074,EB
56751,2039,"Balaclava Rd, Kooyong Rd to Orrong Rd",4074,4073,WB
56752,2040,"Balaclava Rd, Kooyong Rd to Hawthorn Rd",4074,4075,EB
56753,2041,"Balaclava Rd, Hawthorn Rd to Kooyong Rd",4075,4074,WB
56754,2042,"Hotham St, Dandenong Rd to Alma Rd",2411,4847,SB
56755,2043,"Hotham St, Alma Rd to Dandenong Rd",4847,2411,NB
56756,1653,"Airport Dr, M80 exit ramp to Sharps Rd",25613,2649,NB
56757,1655,"Nepean Hwy, Punt Rd to Inkerman St",2301,2305,SB
56758,1657,"Airport Dr, Mercer Dr to Link Rd",31000,1570,SB
56759,1658,"Melrose Dr, Mercer Dr to Apac Dr",31000,2190,NB
56760,1659,"Melrose Dr, Apac Dr to Mercer Dr",2190,31000,SB
56761,1660,"Melrose Dr, Apac Dr to Centre Rd",2190,2996,NB
56762,1662,"Centre Rd, Melrose Dr to Terminal Dr",2996,4975,NB
56763,1663,"Centre Rd, Terminal Dr to Melrose Dr",4975,2996,SB
56764,1664,"Wellington St, Chapel St to St Kilda Rd",2409,2302,WB
56765,1673,No Name Set,5145,5146,
56766,1674,No Name Set,5146,5145,
56767,1675,"High St, Glenferrie Rd to Orrong Rd",4357,4766,WB
56768,1676,"High St, Orrong Rd to Williams Rd",4766,4764,WB
56769,1677,"High St, Williams Rd to Chapel St",4764,4762,WB
56770,1678,"High St, Chapel St to Punt Rd",4762,3401,WB
56771,1679,"High St, Punt Rd to Chapel St",3401,4762,EB
56772,1680,"High St, Chapel St to Williams Rd",4762,4764,EB
56773,1681,"High St, Williams Rd to Orrong Rd",4764,4766,EB
56774,1682,"High St, Orrong Rd to Glenferrie Rd",4766,4357,EB
56775,1683,"Chapel St, Dandenong Rd to High St",2409,4762,NB
56776,1684,"Chapel St, High St to Malvern Rd",4762,4753,NB
56777,1685,"Chapel St, Malvern Rd to Toorak Rd",4753,4743,NB
56778,1686,"Chapel St, Toorak Rd to Alexandra Ave",4743,4740,NB
56779,1687,"Chapel St, Alexandra Ave to Toorak Rd",4740,4743,SB
56780,1688,"Chapel St, Toorak Rd to Malvern Rd",4743,4753,SB
56781,1689,"Chapel St, Malvern Rd to High St",4753,4762,SB
56782,1690,"Chapel St, High St to Dandenong Rd",4762,2409,SB
56783,1691,"Williams Rd, PHE to High St",2411,4764,NB
56784,1692,"Williams Rd, High St to Malvern Rd",4764,4755,NB
56785,1693,"Williams Rd, Malvern Rd to High St",4755,4764,SB
56786,1694,"Williams Rd, High St to PHE",4764,2411,SB
56787,1695,"Commercial/Malvern Rd, Punt Rd to Chapel St",3399,4753,EB
56788,1696,"Commercial/Malvern Rd, Chapel St to Williams Rd",4753,4755,EB
56789,1697,"Malvern/Commercial Rd, Williams Rd to Chapel St",4755,4753,WB
56790,1698,"Malvern/Commercial Rd, Chapel St to Punt Rd",4753,3399,WB
56791,1699,"Toorak Rd, Punt Rd to Chapel St",3397,4743,EB
56792,1700,"Toorak Rd, Chapel St to Williams Rd",4743,4745,EB
56793,1701,"Toorak Rd, Williams Rd to Chapel St",4745,4743,WB
56794,2045,"Hotham St, Inkerman St to Alma Rd",4850,4847,NB
56795,2046,"Hotham St, Inkerman St to Carlisle St",4850,4853,SB
56796,2047,"Hotham St, Carlisle St to Inkerman St",4853,4850,NB
56797,2048,"Dandenong Rd/Wattletree Rd, Orrong Rd to Kooyong Rd",2412,4778,EB
56798,2049,"Wattletree Rd/Dandenong Rd, Kooyong Rd to Orrong Rd",4778,2412,WB
56799,2050,"Wattletree Rd, Kooyong Rd to Glenferrie Rd",4778,4365,EB
56800,2051,"Wattletree Rd, Glenferrie Rd to Kooyong Rd",4365,4778,WB
56801,2052,"Swan St, Punt Rd to Lennox St",3393,4807,EB
56802,2053,"Swan St, Lennox St to Punt Rd",4807,3393,WB
56803,2054,"Swan St, Lennox St to Church St",4807,4808,EB
56804,2055,"Swan St, Church St to Lennox St",4808,4807,WB
56805,2056,"Swan St, Church St to Coppin St",4808,4809,EB
56806,2057,"Swan St, Coppin St to Church St",4809,4808,WB
56807,2058,"Swan St, Coppin St to Burnley St",4809,4810,EB
56808,2059,"Swan St, Burnley St to Coppin St",4810,4809,WB
56809,2060,"St Kilda Rd, Queens Way to Alma Rd",2301,2304,SB
56810,2061,"St Kilda Rd, Alma Rd to Queens Way",2304,2301,NB
56811,2062,"St Kilda Rd, Alma Rd to Inkerman St",2304,2305,SB
56812,2063,"St Kilda Rd, Inkerman St to Alma Rd",2305,2304,NB
56813,2064,"Orrong Rd, Balaclava Rd to Glen Eira Rd",4073,4078,SB
56814,2065,"Orrong Rd, Glen Eira Rd to Balaclava Rd",4078,4073,NB
56815,2066,"Swan St, Burnley St to Madden Grove",4810,4812,EB
56816,2067,"Swan St, Madden Grove to Burnley St",4812,4810,WB
56817,2068,"Swan St, Madden Grove to Power St",4812,4268,EB
56818,2069,"Swan St, Power St to Madden Grove",4268,4812,WB
56819,2070,"Hawthorn Rd, Balaclava Rd to Glen Eira Rd",4075,4080,SB
56820,2071,"Hawthorn Rd, Glen Eira Rd to Balaclava Rd",4080,4075,NB
56821,2072,"Toorak Road West, Queens Rd to Park St",2406,2987,EB
56822,2073,"Toorak Road West, Park St to Queens Rd",2987,2406,WB
56823,2074,"Bay St/Crockford St, Graham St to Ingles St",4722,4720,SB
56824,2075,"Crockford St/Bay St, Ingles St to Graham St",4720,4722,NB
56825,2076,"Crockford St/City Rd, Ingles St to Montague St",4720,4886,EB
56826,2078,"City Rd/Crockford St, Montague St to Ingles St",4886,4720,WB
56827,2079,"Ingles St, Crockford St to Dorcas St",4720,4915,SB
56828,2080,"Ingles St, Dorcas St to Crockford St",4915,4720,NB
56829,2081,"Dandenong Rd, David St to Clow St",192,194,SB
56830,2082,"Dandenong Rd, Clow St to David St",194,192,NB
56831,2083,"Dandenong Rd, Clow St to Foster St",194,196,SB
56832,2084,"Dandenong Rd, Foster St to Clow St",196,194,NB
56833,2085,"Kings Way, York St ot Sturt St",2400,2403,SB
56834,2086,"Kings Way, Sturt St to York St",2403,2400,NB
56835,2087,"Kings Way, Sturt St to Park St",2403,2404,SB
56836,2088,"Kings Way, Park St to Sturt St",2404,2403,NB
56837,2089,"Kings Way, Park St to Albert Rd",2404,2405,SB
56838,2090,"Kings Way, Albert Rd to Park St",2405,2404,NB
56839,2091,"Lorimer St, Graham St  to Westgate Fwy exit",2888,2886,EB
56840,2092,"Lorimer St, Westgate Fwy exit to Graham St",2886,2888,WB
56841,2093,"Lorimer St, Westgate Fwy exit to Montague Rd",2886,4902,EB
56842,2094,"Lorimer St, Montague Rd to Westgate Fwy exit",4902,2886,WB
56843,2095,"Prohasky St, Plummer St to Todd Off Ramp",2897,2898,NB
56844,2096,"Prohasky St, Todd Off Ramp to Plummer St",2898,2897,SB
56845,2097,"Williamstown Rd, Ingles St to Graham St",3542,3750,WB
56846,2098,"Williamstown Rd, Graham St to Ingles St",3750,3542,EB
56847,2099,"Ingles St, Williamstown Rd to Crockford St",3542,4720,SB
56848,2100,"Ingles St, Crockford St to Williamstown Rd",4720,3542,NB
56849,2101,"Clarendon St, City Rd to Whiteman St",4883,4878,NB
56850,2102,"Clarendon St, Whiteman St to City Rd",4878,4883,SB
56851,2103,"Clarendon St, Whiteman St to Flinders St",4878,4567,NB
56852,2104,"Clarendon St, Flinders St to Whiteman St",4567,4878,SB
56853,1792,"Kororoit Creek Rd, Adeline St to Lyons St",3507,3525,EB
56854,1793,"Ferguson St, Lyons St to Adeline St",3525,3507,WB
56855,1794,"Victoria St, Nicholson St to La Trobe St",13841,2918,WB
56856,1795,"Victoria St,  La Trobe St to Nicholson St",2918,13841,EB
56857,1796,"Victoria St,  La Trobe St to Elizabeth St",2918,4388,WB
56858,1797,"Victoria St, Elizabeth St to La Trobe St",4388,2918,EB
56859,1798,"Nicholson St, Victoria St to Jonhson St",13841,3450,NB
56860,1799,"Nicholson St,  Jonhson St to Victoria St",3450,13841,SB
56861,1800,"Nicholson St/Spring St, Victoria St to Collins St ",13841,4575,SB
56862,1801,"Spring St/Nicholson St, Collins St to Victoria St ",4575,13841,NB
56863,1802,"Victoria Pde, Nicholson St to Lansdowne St",13841,4455,EB
56864,1803,"Victoria Pde, Lansdowne St to Nicholson St",4455,13841,WB
56865,1804,"Lorimer St, Salmon St to Graham St",4732,2888,EB
56866,1805,"Lorimer St, Graham St to Salmon St",2888,4732,WB
56867,1806,"Metropolitan Ring Rd, Carlton Rd to Plenty Rd",3744,4169,EB
56868,1807,"Metropolitan Ring Rd, Plenty Rd to Carlton Rd",4169,3744,WB
56869,1808,"Keon Pde, High St to Dalton Rd",3229,3742,EB
56870,1809,"Keon Parade, Dalton Rd to High St",3742,3229,WB
56871,1779,"Diamond Creek Rd, Yan Yean Rd to Greensborough BP",4176,2816,SB
56872,1780,"Diamond Creek Rd, Greensborough BP to Yan Yean Rd",2816,4176,NB
56873,1781,"Greensborough BP, Diamond Creek Rd to M80",2816,3357,SB
56874,1782,"St Kilda Rd, Southbank Bvd to Park St",4532,4536,SB
56875,1783,"St Kilda Rd, Park St to Southbank Bvd",4536,4532,NB
56876,1784,"St Kilda Rd, Park St to Commercial Rd",4536,4541,SB
56877,1785,"St Kilda Rd, Commercial Rd to Park St",4541,4536,NB
56878,1786,"Princes Hwy West, Winchelsea to Armytage Rd",31300,31303,WB
56879,1787,"Princes Hwy West, Armytage Rd to Winchelsea",31303,31300,EB
56880,1788,"Princes Hwy West, Armytage Rd to Trasks Rd, Warncoort",31303,31301,WB
56881,1789,"Princes Hwy West, Trasks Rd to Armytage Rd, Winchelsea",31301,31303,EB
56882,2106,"Heatherton Rd, Cleeland St to Gladstone Rd",959,657,WB
56883,2107,"Heatherton Rd, Cleeland St to Stud Rd",959,661,EB
56884,2108,"Heatherton Rd, Stud Rd to Cleeland St",661,959,WB
56885,2109,"Police Rd, Wanda/Grace St to Springvale Rd",285,31200,WB
56886,2110,"Police Rd, Springvale Rd to Grace/Wanda St",31200,285,EB
56887,2111,"Police Rd, Grace/Wanda St to Jacksons Rd",285,659,EB
56888,2112,"Police Rd, Jacksons Rd to Grace/Wanda St",659,285,WB
56889,2113,"King St, Dudly St to La Trobe St",4517,2925,SB
56890,2114,"King St, La Trobe St to Dudly St",2925,4517,NB
56891,2115,"King St, La Trobe St to Collins St",2925,4584,SB
56892,2116,"King St, Collins St to La Trobe St",4584,2925,NB
56893,2117,"King St, Collins St to Flinders St",4584,2929,SB
56894,2118,"King St, Flinders St to Collins St",2929,4584,NB
56895,2121,"Dandenong Bypass, East Link to Hammond Rd",1112,1120,EB
56896,2137,"Tullamarine Fwy, Mickleham Rd to M80",31047,31048,SB
56897,2138,"Tullamarine Fwy, M80 to Mickleham Rd",31048,31047,NB
56898,2139,"Tullamarine Fwy, M80 to English St",31048,31050,SB
56899,2140,"Tullamarine Fwy, English St to M80",31050,31048,NB
56900,2141,"Tullamarine Fwy, English St to Bulla Rd",31050,31051,SB
56901,2142,"Tullamarine Fwy, Bulla Rd to English St",31051,31050,NB
56902,2143,"Elgar Rd, Riversdale Rd to Toorak Rd",3925,2004,SB
56903,2144,"Elgar Rd, Toorak Rd to Riversdale Rd",2004,3925,NB
56904,2145,"Warrigal Rd, Toorak Rd to Riversdale Rd",2000,3682,NB
56905,2146,"Warrigal Rd, Riversdale Rd to Toorak Rd",3682,2000,SB
56906,2147,"Edgar Rd, Canterbury Rd to Riversdale Rd",3925,3130,NB
56907,2148,"Elgar Rd, Riversdale Rd to Canterbury Rd",3130,3925,SB
56908,2149,"Riversdale Rd, Station St to Elgar Rd",3930,3925,WB
56909,2150,"Riversdale Rd, Elgar Rd to Station St",3925,3930,EB
56910,2151,"Riversdale Rd, Elgar Rd to Warrigal Rd",3925,3682,WB
56911,2152,"Riversdale Rd, Warrigal Rd to Elgar Rd",3682,3925,EB
56912,2153,"Riversdale Rd, Warrigal Rd to Highfield Rd",3682,3808,WB
56913,2154,"Riversdale Rd, Highfield Rd to Warrigal Rd",3808,3682,EB
56914,2155,"Riversdale Rd, Burke Rd to Trafalgar Rd",4040,3804,WB
56915,2156,"Riversdale Rd, Trafalgar Rd to Burke Rd",3804,4040,EB
56916,2157,"Balwyn Rd, Doncaster Rd to Belmore Rd",3180,4057,SB
56917,2158,"Balwyn Rd, Belmore Rd to Whitehorse Rd",4057,4063,SB
56918,2159,"Balwyn Rd, Belmore Rd to Doncaster Rd",4057,3180,NB
56919,2160,"Balwyn Rd, Whitehorse Rd to Belmore Rd",4063,4057,NB
56920,2161,"Balwyn Rd, Whitehorse Rd to Mont Albert Rd",4063,4066,SB
56921,2162,"Balwyn Rd, Mont Albert Rd to Whitehorse Rd",4066,4063,NB
56922,2163,"Burwood Hwy, Mountain Hwy to Stud Rd",169,170,EB
56923,2164,"Burwood Hwy, Stud Rd to Mountain Hwy",170,169,WB
56924,2165,"Burwood Hwy, Scoresby Rd to Ferntree Gully Rd",174,176,EB
56925,2166,"Burwood Hwy, Ferntree Gully Rd to Scoresby Rd",176,174,WB
56926,2167,"Burwood Hwy, Ferntree Gully Rd to Dorest Rd",176,177,EB
56927,2168,"Burwood Hwy, Dorest Rd to Ferntree Gully Rd",177,176,WB
56928,2169,"Burwood Hwy, Dorest Rd to Glenfern Rd",177,764,SB
56929,2170,"Burwood Hwy, Glenfern Rd to Dorest Rd",764,177,NB
56930,2171,"Burwood Hwy, Glenfern Rd to Mount Dandenong Tourist Rd",764,868,EB
56931,2172,"Burwood Hwy, Mt Dandenong Tourist Rd to Glenfern Rd",868,764,WB
56932,2173,"Burwood Hwy, Mt Dandenong Tourist Rd to Glenfern Rd",868,919,SB
56933,2174,"Burwood Hwy, Glenfern Rd to Mt Dandenong Tourist Rd",919,868,NB
56934,2175,"Main Rd, Wattletree Rd to Bridge St",711,715,SB
56935,2244,"Andersons Creek Rd, Blackburn Rd to Reynolds Rd",708,704,NB
56936,2245,"Blackburn Rd, Andersons Creek Rd to Doncaster Rd",708,335,SB
56937,2246,"Blackburn Rd, Doncaster Rd to Andersons Creek Rd",335,708,NB
56938,2247,"Grieve Pde, Geelong Rd to Blackshaws Rd",2512,3905,SB
56939,2248,"Grieve Pde, Blackshaws Rd to Geelong Rd",3905,2512,NB
56940,2249,"High St, Doncaster Rd, Manningham Rd",2830,678,NB
56941,2250,"High St, Manningham Rd to Doncaster Rd",678,2830,SB
56942,2251,"High St, Barkers Rd to Studley Park Rd",3001,3662,SB
56943,2252,"High St, Studley Park Rd to Barkers Rd",3662,3001,SB
56944,2253,"Church St, Burwood Rd to Barkers Rd",4262,3001,NB
56945,2254,"Church St, Barkers Rd to Burwood Rd",3001,4262,SB
56946,2255,"Rathmines Rd, Burke Rd to Auburn Rd",3120,4260,WB
56947,2256,"Rathmines Rd, Aurburn Rd to Burke Rd",4260,3120,EB
56948,2257,"Canterbury Rd, Stanhope Gr to Burke Rd",3122,3120,WB
56949,2258,"Canterbury Rd, Burke Rd to Stanhope Gr",3120,3122,EB
56950,2259,"Canterbury Rd, Balwyn Rd to Stanhope Gr",3127,3122,WB
56951,2260,"Canterbury Rd, Stanhope Gr to Balwyn Rd",3122,3127,EB
56952,2261,"Stanhope Gr, Canterbury Rd to Prospect Hill Rd",3122,3801,SB
56953,2262,"Stanhope Gr, Prospect Hill Rd to Canterbury Rd",3801,3122,NB
56954,2263,"Trafalgar Rd, Prospect Hill Rd to Riversdale Rd",3801,3804,SB
56955,2264,"Trafalgar Rd, Riversdale Rd to Prospect Hill Rd",3804,3801,NB
56956,2265,"Balwyn Rd, Canterbury Rd to Mont Albert Rd",3127,4066,NB
56957,2266,"Balwyn Rd, Mont Albert Rd to Canterbury Rd",4066,3127,SB
56958,2267,"Trafalgar Rd, Riversdale Rd to Camberwell Rd",3804,3812,SB
56959,2268,"Trafalgar Rd, Camberwell Rd to Riversdale Rd",3812,3804,NB
56960,2269,"Diamond Creek Rd, Aqueduct Rd to Main St",4176,4164,EB
56961,2270,"Diamond Creek Rd, Main St to Aqueduct Rd",4164,4176,WB
56962,2271,"Nepean Hwy, North Rd to Hampton St",2316,2317,SB
56963,2272,"Nepean Hwy, Hampton St to North Rd",2317,2316,NB
56964,2273,"Nepean Hwy, Hampton St to Centre Rd",2317,2320,SB
56965,2274,"Nepean Hwy, Centre Rd to Hampton St",2320,2317,NB
56966,2275,"Geelong Rd, Little Boundary Rd to Grieve Rd",2513,2512,EB
56967,2276,"Geelong Rd, Grieve Rd to Little Boundary Rd",2512,2513,WB
56968,2277,"Geelong Rd, Grieve Rd to Millers Rd",2512,2509,EB
56969,2278,"Geelong Rd, Millers Rd to Grieve Rd",2509,2512,WB
56970,2279,"Burke Rd, Barkers Rd to Burke NR Torrington",4035,4037,SB
56971,2280,"Burke Rd, Burke NR Torrington to Barkers Rd",4037,4035,NB
56972,2281,"Burke Rd, Burke NR Torrington to Canterbury Rd",4037,3120,SB
56973,2282,"Burke Rd, Canterbury Rd to Burke NR Torrington",3120,4037,NB
56974,2283,"Burke Rd, Canterbury Rd to Burwood Rd",3120,1031,SB
56975,2284,"Burke Rd, Burwood Rd to Canterbury Rd",1031,3120,NB
56976,2285,"Barkers Rd, Denmark St to High St",3002,3001,WB
56977,2286,"Barkers Rd, High St to Denmark St",3001,3002,EB
56978,2287,"Barkers Rd, High St to Kew Tram Depot",3001,1379,WB
56979,2288,"Barkers Rd, Kew Tram Depot to High St",1379,3001,EB
56980,2289,"Camberwell Rd, Riversdale Rd to Seymour Gr",4040,3812,SB
56981,2290,"Camberwell Rd, Seymmour Gr to Riversdale Rd",3812,4040,NB
56982,2291,"Camberwell Rd, Seymour Rd to Glen Iris Rd",3812,3813,SB
56983,2292,"Camberwell Rd, Glen Iris Rd to Seymour Gr",3813,3812,NB
56984,2293,"Camberwell Rd, Glen Iris Rd to Toorak Rd",3813,4046,SB
56985,2294,"Camberwell Rd, Toorak Rd to Glen Iris Rd",4046,3813,NB
56986,2295,"Toorak Rd, Summerhill Rd to Highfield Rd",4046,4048,EB
56987,2296,"Toorak Rd, Highfield Rd to Summerhill Rd",4048,4046,WB
56988,2297,"Toorak Rd, Highfield Rd to Warrigal Rd",4048,2000,EB
56989,2298,"Toorak Rd, Warrigal Rd to Highfield Rd",2000,4048,WB
56990,2299,"Jasper Rd, Centre Rd to Patterson Rd",3441,3439,SB
56991,2300,"Jasper Rd, Patterson Rd to Centre Rd",3439,3441,NB
56992,2301,"Jasper Rd, Patterson Rd to South Rd",3439,3635,SB
56993,2302,"Jasper Rd, South Rd to Patterson Rd",3635,3439,NB
56994,2303,"Hawthorn Rd, North Rd to Union St",3553,3546,SB
56995,2304,"Hawthorn Rd, Union St to North Rd",3546,3553,NB
56996,2305,"Camberwell Rd, Auburn Rd to Burwood Rd",4266,4285,EB
56997,2306,"Camberwell Rd, Burwood Rd to Auburn Rd",4285,4266,WB
56998,2307,"Camberwell Rd, Burwood Rd to Prospect Hill Rd",4285,4267,SB
56999,2308,"Camberwell Rd, Prospect Hill Rd to Burwood Rd",4267,4285,NB
57000,2309,"Camberwell Rd, Prospect Hill Rd to Riversdale Rd",4267,4040,SB
57001,2310,"Camberwell Rd, Riversdale Rd to Prospect Hill Rd",4040,4267,NB
57002,2311,"Doncaster Rd, Blackburn Rd to Old Warrandyte Rd",335,338,EB
57003,2312,"Doncaster Rd, Old Warrandyte Rd to Blackburn Rd",338,335,WB
57004,2313,"Mitcham Rd, Old Warrandyte Rd to Springvale Rd",338,339,SB
57005,2314,"Mitcham Rd, Springvale Rd to Old Warrandyte Rd",339,338,NB
57006,2315,"Mitcham Rd, Springvale Rd to Springfield Rd",339,343,SB
57007,2316,"Mitcham Rd, Springfield Rd to Springvale Rd",343,339,NB
57008,2317,"Mitcham Rd, Springfield Rd to Maroondah Hwy",343,121,SB
57009,2318,"Mitcham Rd, Maroondah Hwy to Springfield Hwy",121,343,NB
57010,2319,"Mooroolbark Rd, Hulk Rd to Maroondah Hwy",118,142,NB
57011,2320,"Mooroolbark Rd, Maroondah Hwy to Hulk Rd",142,118,SB
57012,2321,"Blackburn Rd, King St to Andersons Creek Rd",340,708,SB
57013,2322,"Blackburn Rd, Andersons Creek Rd to King St",708,340,NB
57014,2323,"Millers Rd, Blackshaws Rd to Cabot Dr",3501,3526,SB
57015,2324,"Millers Rd, Cabot Dr to Blackshaw Rd",3526,3501,NB
57016,2325,"Millers Rd, Cabot Dr to Kororoit Creek Rd",3526,3506,SB
57017,2326,"Millers Rd, Kororoit Creek Rd to Cabot Dr",3506,3526,NB
57018,2327,"Burwood Hwy, Warrigal Rd to Elgar Rd",2000,2004,EB
57019,2328,"Burwood Hwy, Elgar Rd to Warrigal Rd",2004,2000,WB
57020,2329,"Burwood Hwy, Elgar Rd to Station St",2004,2006,EB
57021,2330,"Burwood Hwy, Station St to Elgar Rd",2006,2004,WB
57022,2331,"Burwood Hwy, Station St to Middleborough Rd",2006,2008,EB
57023,2332,"Burwood Hwy, Middleborough Rd to Station St",2008,2006,WB
57024,2333,"Burwood Hwy, Middleborough Rd to Benwerrin Dr",2008,167,EB
