OBJECTID,linkid,description,site_origin,site_destination,direction
56343,1528,"South Gippsland Hwy, Greens Rd to Dandenong Bypass",252,1122,NB
56344,1531,"Dandenong Bypass, Perry Rd to Springvale Rd",1118,441,NWB
56345,1532,"Dandenong Bypass, Springvale Rd to Perry Rd ",441,1118,SEB
56346,1533,"NWestall Rd, Springvale Rd to Dingley Bypass",441,1701,NB
56347,1534,"Westall Rd, Dingley Bypass to Springvale Rd ",1701,441,SB
56348,1535,"Chandler Rd, Heatherton Rd to PHE",656,190,NB
56349,1536,"Chandler Rd, PHE to Heatherton Rd",190,656,SB
56350,1537,"PHE, Corrigan Rd to Chandler Rd",188,190,SEB
56351,1538,"PHE, Chandler Rd to Corrigan Rd",190,188,NWB
56352,1539,"PHE, Chandler Rd to Gladstone Rd",190,192,SE
56353,1540,"PHE, Gladstone Rd to Chandler Rd",192,190,NWB
56354,1541,"PHE, Foster St to Gladstone Rd",196,192,NWB
56355,1543,"Heatherton Rd, Chandler Rd to Gladstone Rd",656,657,EB
56356,1544,"Heatherton Rd, Gladstone Rd to Chandler Rd",657,656,WB
56357,1545,"Heatherton Rd, Gladstone Rd to Stud Rd",657,661,EB
56358,1546,"Heatherton Rd, Stud Rd to Gladstone Rd",661,657,WB
56359,1547,"Ferntree Gully Rd, Forster Rd to Blackburn Rd",4716,451,EB
56360,1548,"Ferntree Gully Rd, Blackburn Rd to Forster Rd",451,4716,WB
56361,1549,"Ferntree Gully Rd, Clayton Rd to Forster Rd",4715,4716,EB
56362,1550,"Ferntree Gully Rd, Forster Rd to Clayton Rd",4716,4715,WB
56363,1551,"Ferntree Gully Rd, Clayton Rd to Huntingdale Rd",4715,3280,WB
56364,1552,"Ferntree Gully Rd, Huntingdale Rd to Clayton Rd to ",3280,4715,WB
56365,1553,"Ferntree Gully Rd, Huntingdale Rd to PHE",3280,2427,WB
56366,1554,"Ferntree Gully Rd, PHE to Huntingdale Rd",2427,3280,EB
56367,1555,"Waverley Rd, Huntingdale Rd to Stephensons Rd",4710,483,EB
56368,1556,"Waverley Rd, Stephensons Rd to Huntingdale Rd ",483,4710,WB
56369,1557,"Waverley Rd, Stephensons Rd  to Forster Rd",483,487,EB
56370,1558,"Waverley Rd, Forster Rd to Stephensons Rd",487,483,WB
56371,1559,"Waverley Rd, Forster Rd to Blackburn Rd",487,360,EB
56372,1560,"Waverley Rd, Blackburn Rd to Forster Rd",360,487,EB
56373,1561,"Waverley Rd, Blackburn Rd to Springvale Rd",360,426,EB
56374,1562,"Waverley Rd, Springvale Rd to Blackburn Rd",426,360,WB
56375,1563,"Blackburn Rd, Waverly Rd to Ferntree Gully Rd",360,451,SB
56376,1564,"Blackburn Rd, Ferntree Gully Rd to Waverly Rd",451,360,NB
56377,1565,"Forster Rd, Waverley Rd to Ferntree Gully Rd",487,4716,SB
56378,1566,"Forster Rd, Ferntree Gully Rd to Waverley Rd",4716,487,NB
56379,1567,"Stephensons Rd, Waverley Rd to Ferntree Gully Rd",483,4715,SB
56380,1568,"Stephensons Rd, Ferntree Gully Rd to Waverley Rd",4715,483,NB
56381,1569,"Blackburn Rd, Ferntree Gully Rd to Wellington Rd",451,3722,SB
56382,1570,"Blackburn Rd, Wellington Rd to Ferntree Gully Rd",3722,451,NB
56383,1571,"Blackburn Rd, Wellington Rd to PHE",3722,2431,SB
56384,1572,"Blackburn Rd, PHE to Wellington Rd",2431,3722,NB
56385,1573,"Clayton Rd, Ferntree Gully Rd to North Rd",4715,3570,SB
56386,1574,"Clayton Rd, North Rd to Ferntree Gully Rd to ",3570,4715,NB
56387,1575,"PHE, Springvale Rd to Westall Rd",31200,948,NWB
56388,1582,"Westall Rd, Centre Rd to PHE",2956,948,NB
56389,1583,"Westall Rd, Centre Rd to Dingley Bypass ",2956,1701,SB
56390,1584,"Westall Rd, Dingley Bypass to Centre Rd",1701,2956,NB
56391,1585,"Springvale Rd/Edithvale Rd, Hutton Rd to Ellas Way",283,284,SB
56392,1586,"Edithvale Rd/Springvale Rd, Ellas Way to Hutton Rd",284,283,NB
56393,1587,"Boundary Rd, Kingston Rd to Dingley Bypass",3212,1698,SB
56394,1588,"Boundary Rd, Dingley Bypass to Kingston Rd",1698,3212,NB
56395,1589,"Jacksons Rd/Elonera Rd,  Wellington Rd to PHE",268,190,SB
56396,1590,"Jacksons Rd/Elonera Rd,  PHE to Wellington Rd",190,268,NB
56397,1591,"PHE, Monash Fwy to Clyde Rd",530,208,EB
56398,1592,"PHE, Clyde Rd to Monash Fwy",208,530,WB
56399,1593,"PHE, Clyde Rd to Princess Fwy",208,619,SB
56400,1594,"PHE, Princess Fwy to Clyde Rd",619,208,NB
56401,1610,"Thompson St/McLeod Rd, Eastlink to Tennyson St",1114,552,WB
56402,1611,"McLeod Rd/Thompson St, Tennyson St to Eastlink ",552,1114,EB
56403,1612,"Waverley Rd, Tooronga Rd to Malvern Rd",2417,4342,EB
56404,1613,"Monash Fwy, Stud Rd to Heatherton Rd",603,1125,OB
56405,1614,"Cheltenham Rd, Dandenong Bypass to Chandler Rd",1336,670,EB
56406,1615,"Cheltenham Rd, Chandler Rd to Dandenong Bypass",670,1336,WB
56407,1616,"Cheltenham Rd, Springvale Rd to Dandenong Bypass",442,1336,EB
56408,1617,"Cheltenham Rd, Dandenong Bypass to Springvale Rd",1336,442,WB
56409,1618,"South Gippsland Hwy, Dandenong Bypass to Greens Rd",1122,252,SB
56410,1619,"Wellington Rd, PHE to Blackburn Rd",2430,3722,EB
56411,1620,"Wellington Rd, Blackburn Rd to PHE",3722,2430,WB
56412,1621,"Wellington Rd, Blackburn Rd to Springvale Rd",3722,432,EB
56413,1622,"Wellington Rd, Springvale Rd to Blackburn Rd",432,3722,WB
56414,1623,"North Rd, PHE to Clayton Rd",2430,3570,WB
56415,1624,"North Rd, Clayton Rd to PHE",3570,2430,EB
56416,1625,"North Rd, Milgate St to Warrigal Rd",3566,3693,WB
56417,1626,"North Rd, Warrigal Rd to Milgate St",3693,3566,EB
56418,1627,"North Rd, Warrigal Rd to Poath Rd",3693,3561,WB
56419,1628,"North Rd, Poath Rd to Warrigal Rd",3561,3693,EB
56420,1629,"North Rd, Warrigal Rd to East Boundary Rd",3561,3560,WB
56421,1630,"North Rd, East Boundary Rd to Warrigal Rd",3560,3561,WB
56422,1631,"Monash Fwy, Wellington Rd to Jacksons Rd",3728,1115,OB
56423,1633,"Monash Fwy, Forster Rd to Huntingdale Rd",3724,3675,NB
56424,1634,"Monash Fwy, Huntingdale Rd to Warrigal Rd",3675,3676,NB
56425,1635,"PHE, Ferntree Gully Rd to Warrigal Rd",2427,2425,WB
56426,1636,"PHE, Warrigal Rd to Ferntree Gully Rd",2425,2427,EB
56427,1637,"PHE, Ferntree Gully Rd to Huntingdale Rd",2427,2428,SEB
56428,1638,"PHE, Huntingdale Rd to Ferntree Gully Rd",2428,2427,NWB
56429,1639,"Wellington Rd, Jells Rd to Monash Fwy On Ramp",492,540,WB
56430,1640,"Monash Fwy, Jacksons Rd via Wellington Rd exit to Springvale Rd",878,432,NB
56431,1641,"Ferntree Gully Rd Entry Ramp, Springvale Rd to M1",429,536,WB
56432,1642,"Eastern Fwy/Alexandra Pde, Chandler Hwy to Wellington St",2822,2104,WB
56433,1643,"Alexandra Pde/Eastern Fwy, Wellington St to Chandler Hwy",2104,2822,EB
56434,1644,"Blackburn Rd, Ferntree Gully Rd to Monash Fwy IB On Ramp",451,3723,NB
56435,1645,"Narre Warren-Cranbourne Rd, Greaves Rd to Rosebank Dr",3174,1578,SB
56436,1646,"Narre Warren-Cranbourne Rd, Rosebank Dr to Greaves Rd",1578,3174,NB
56437,1647,"Berwick-Cranbourne Rd, Sth Gippsland Hwy to Mackillop Way",251,1576,EB
56438,1648,"Berwick-Cranbourne Rd, Mackillop Way to Sth Gippsland Hwy",1576,251,WB
56439,1577,"PHE, Westall Rd to Blackburn Rd",948,2431,NWB
56440,1578,"PHE, Blackburn Rd to Westall Rd",2431,948,SEB
56441,1579,"PHE, Blackburn Rd to Wellington Rd",2431,2430,NWB
56442,1580,"PHE, Wellington Rd to Blackburn Rd",2430,2431,SEB
56443,1598,"Monash Fwy IB, Heatherton Rd to Stud Rd",1126,1131,NB
56444,1599,"Monash Fwy IB, Stud Rd to Jacksons Rd",1131,878,NB
56445,1600,"Monash Fwy IB, Jacksons Rd to Wellington Rd",878,540,NB
56446,1601,"Monash Fwy IB, Wellington Rd to Ferntree Gully Rd",540,536,NB
56447,1605,"Monash Fwy, Ferntree Gully Rd to Blackburn Rd",536,3723,IB
56448,1606,"Monash Fwy, Blackburn Rd to Foster Rd",3723,3724,IB
56449,1607,"Monash Fwy, Warrigal Rd to Huntingdale Rd",3676,3675,OB
56450,1515,"Dandenong Bypass, South Gippsland Hwy to Dandenong Valley Hwy",1122,1121,EB
56451,1516,"Dandenong Bypass, Eastlink to Dandenong Valley Hwy",1112,1121,EB
56452,1703,"Toorak Rd, Punt Rd to Park St",3397,2987,WB
56453,1704,"Toorak Rd, Park St to St Kilda Rd",2987,4539,WB
56454,1705,"Toorak Rd, St Kilda Rd to Park St",4539,2987,EB
56455,1706,"Toorak Rd, Park St to Punt Rd",2987,3397,EB
56456,1707,"Park St, Toorak Rd to Domain Rd",2987,4548,NB
56457,1708,"Park St, Domain Rd to Toorak Rd",4548,2987,SB
56458,1709,"Anderson St, Domain Rd to Alexandra Ave",4548,4552,NB
56459,1710,"Anderson St, Alexandra Ave to Domain Rd",4552,4548,SB
56460,1711,"Alexandra Ave,Swan St Bridge to Anderson St",4550,4552,EB
56461,1712,"Alexandra Ave, Anderson St to Swan St Bridge",4552,4550,WB
56462,1713,"City Rd, Power St to Swan St Bridge",4881,4550,EB
56463,1714,"Olympic Bvld, Swan St Bridge to Batman Ave",4550,4551,EB
56464,1715,"Olympic Blvd, Batman Ave to Swan St Bridge",4551,4550,WB
56465,1716,"City Rd, Swan St Bridge to Power St",4550,4881,WB
56466,1717,"Linlithgow Ave, St Kilda Rd to Alexandra Ave",4532,4550,EB
56467,1718,"Linlithgow Ave, Alexandra Ave to St Kilda Rd",4550,4532,WB
56468,1719,"Grey St, Fitzroy St to Barkly St",4831,3425,SEB
56469,1720,"Grey St, Barkly St to Fitzroy St",3425,4831,NWB
56470,1721,"Park St, Kings Way to St Kilda Rd",2404,4536,EB
56471,1722,"Domain Rd, St Kilda Rd to Birdwood Ave",4536,4548,EB
56472,1723,"Domain Rd, Birdwood Ave to Punt Rd",4548,3396,EB
56473,1724,"Domain Rd, Punt Rd to Birdwood Ave",3396,4548,WB
56474,1725,"Domain Rd, Birdwood Ave to St Kilda Rd",4548,4536,WB
56475,1726,"Park St, St Kilda Rd to Kings Way",4536,2404,WB
56476,1727,"Inkerman St, Barkly St to Nepean Hwy",3425,2305,EB
56477,1728,"Inkerman St, Nepean Hwy to Barkly St",2305,3425,WB
56478,1729,"Barkly St, Grey St/Inkerman St to Ormond Esplanade ",3425,3019,SB
56479,1730,"Barkly St, Ormond Esplanade to Grey St/Inkerman St",3019,3425,NB
56480,1731,"Barkly St, Grey St/Inkerman St to St Kilda Rd",3425,2302,NB
56481,1733,"Barkly St, St Kilda Rd to Grey St/Inkerman St",2301,3425,SB
56482,1734,"Doncaster Rd, Bulleen Rd to Balwyn Rd",4051,3180,EB
56483,1735,"Doncaster Rd, Balwyn Rd to Bulleen Rd",3180,4051,WB
56484,1736,"Doncaster Rd, Balwyn Rd to Eastern Fwy",3180,2828,EB
56485,1737,"Doncaster Rd, Eastern Fwy to Balwyn Rd",2828,3180,WB
56486,1738,"Doncaster Rd, Eastern Fwy to Williamsons Rd",2828,325,EB
56487,1739,"Doncaster Rd, Williamsons Rd to Eastern Fwy",325,2828,WB
56488,1740,"Doncaster Rd, Williamsons Rd to Wetherby Rd",325,330,EB
56489,1741,"Doncaster Rd, Wetherby Rd to Williamsons Rd",330,325,WB
56490,1742,"Doncaster Rd, Wetherby Rd to Blackburn Rd",330,335,EB
56491,1743,"Doncaster Rd, Blackburn Rd to Wetherby Rd",335,330,WB
56492,1744,"Manningham Rd, Bulleen Rd to Thompsons Rd",686,680,EB
56493,1745,"Manningham Rd, Thompsons Rd to Bulleen Rd",680,686,WB
56494,1746,"Thompsons Rd, Manningham Rd to Barak St",680,688,WB
56495,1747,"Thompsons Rd, Barak St to Manningham Rd",688,680,EB
56496,1748,"Tram Rd, Eastern Fwy to Doncaster Rd",3919,325,NB
56497,1749,"Tram Rd, Doncaster Rd to Eastern Fwy",325,3919,SB
56498,1750,"Wetherby Rd, Doncaster Rd to Eastern Fwy",330,574,SB
56499,1751,"Wetherby Rd, Eastern Fwy to Doncaster Rd",574,330,NB
56500,1752,"Manningham Rd, Thompsons Rd to Doncaster Rd",680,325,SB
56501,1753,"Williamsons Rd, Doncaster Rd to Thompsons Rd",325,680,NB
56502,1754,"Templestowe Rd, Thompsons Rd to Manningham Rd",320,686,WB
56503,1755,"Templestowe Rd, Manningham Rd to Thompsons Rd",686,320,EB
56504,1756,"Foote St, Thompsons Rd to Williamsons Rd",320,700,EB
56505,1757,"Foote St, Williamsons Rd to Thompsons Rd",700,320,WB
56506,1758,"Fitzsimons Ln, Foote St to Main Rd",700,984,NB
56507,1759,"Fitzsimons Ln, Main Rd to Foote St",984,700,SB
56508,1760,"Reynolds Rd, Springvale Rd to Fitzsimons Ln",314,700,WB
56509,1761,"Reynolds Rd, Fitzsimons Ln to Springvale Rd",700,314,EB
56510,1762,"Station St, Eastern Fwy to Whitehorse Rd",3919,2206,SB
56511,1763,"Station St, Whitehorse Rd to Eastern Fwy",2206,3919,NB
56512,1764,"Whitehorse Rd, Station St to Middleborough Rd",2206,2208,EB
56513,1765,"Whitehorse Rd, Middleborough Rd to Station St",2208,2206,WB
56514,1766,"Burke Rd, Eastern Fwy to Doncaster Rd",2825,4030,SB
56515,1767,"Burke Rd, Doncaster Rd to Eastern Fwy",4030,2825,NB
56516,1768,"Heidelberg Rd, Chandler Hwy to Upper Heidelberg Rd",3308,3311,EB
56517,1769,"Heidelberg Rd, Upper Heidelberg Rd to Chandler Hwy",3311,3308,WB
56518,1770,"Albert St, Bell St to Darebin Rd",3064,3267,SB
56519,1771,"Station St, Darebin Rd to Bell St",3267,3064,NB
56520,1772,"Upper Heidelberg Rd, Lwr Plenty Rd to Bell St",3330,2944,SB
56521,1773,"Upper Heidelberg Rd, Bell-Banksia ramp to Lwr Plenty Rd",2944,3330,NB
56522,1774,"Upper Heidelberg Rd, Lwr Heidelberg Rd to Bell-Banksia Link",3311,2944,NB
56523,1775,"Upper Heidelberg Rd, Bell-Banksia Link to Lwr Heidelberg Rd",2944,3311,SB
56524,1776,"Elgar Rd, Eastern Fwy to Doncaster Rd",3918,325,NB
56525,1777,"Elgar Rd, Doncaster Rd to Eastern Fwy",325,3918,SB
56526,1811,"Dalton Rd, Metropolitan Ring Rd to Keon Parade",3744,3742,SB
56527,1812,"Cooper St, Hume Fwy to Scanlon Dr",2815,2818,EB
56528,1813,"Cooper St, Scanlon Dr to Hume Fwy",2818,2815,WB
56529,1814,"Kororoit Creek Rd, Maidstone St to Drake Blvd",3480,3482,EB
56530,1815,"Kororoit Creek Rd, Drake Blvd to Maidstone St",3482,3480,WB
56531,1816,"Kororoit Creek Rd, Drake Blvd to Millers Rd",3482,3506,EB
56532,1817,"Kororoit Creek Rd, Millers Rd to Drake Blvd",3506,3482,WB
56533,1818,"Mitcham Rd, Maroondah Hwy to Orient Ave",121,582,SB
56534,1819,"Mitcham Rd, Orient Ave to Maroondah Hwy",582,121,NB
56535,1820,"Mitcham Rd, Orient Ave to Canterbury Rd",582,849,SB
56536,1821,"Mitcham Rd, Canterbury Rd to Orient Ave",849,582,NB
56537,1822,"Buckley St, Hoffmans Rd to Lincoln Rd",2719,4198,EB
56538,1823,"Buckley St, Lincoln Rd to Hoffmans Rd",4198,2719,WB
56539,1824,"Mt Derrimut Rd, Australis Dr to Hume Rd",2570,2652,SB
56540,1825,"Boundary Rd,Mt Derrimut Rd, Hume Rd to Australis Dr",2652,2570,WB
56541,1826,"Boundary Rd, Hume Rd To Western Ring Rd",2652,2631,EB
56542,1827,"Boundary Rd, Western Ring Rd to Hume Rd",2631,2652,WB
56543,1828,"Dohertys Rd, Dohertys NR Westgate to Federation Trail",3479,5294,WB
56544,1829,"Dohertys Rd, Federation Trail to Dohertys NR Westgate",5294,3479,EB
56545,1830,"Dohertys Rd, Federation Trail to Gibertson Rd, Fitzgerald Rd",5294,5258,EB
56546,1831,"Fitzgerald Rd,Gibertson Rd to Federation Trail, Dohertys Rd",5258,5294,SB
56547,1832,"Fitzgerald Rd, Gibertson Rd to Western Fwy",5258,2630,SB
56548,1833,"Fitzgerald Rd, Western Ring Rd to Gibertson Rd",2630,5258,SB
56549,1834,"Plummer St, Prohasky St to Salmon St",2897,2896,EB
56550,1835,"Plummer St, Salmon St to Prohasky St",2896,2897,WB
56551,1836,"Plummer St, Salmon St to Graham St",2896,3755,EB
56552,1837,"Plummer St, Graham St to Salmon St",3755,2896,WB
56553,1838,"Glen Eira Rd, Hawthorn Rd to Bambra Rd",4080,4081,EB
56554,1839,"Glen Eira Rd, Bambra Rd to Hawthorn Rd",4081,4080,WB
56555,1840,"Wickham Rd, Nepean Hwy to Rowans Rd",2324,4616,EB
56556,1841,"Wickham Rd, Rowans Rd to Nepean Hwy",4616,2324,WB
56557,1842,"Wickham Rd, Rowans Rd to Chesterville Rd",4616,4617,EB
56558,1843,"Wickham Rd, Chesterville Rd to Rowans Rd",4617,4616,WB
56559,1844,"Heidelberg Warrandyte Rd, Alexander Rd to Melbourne Hill Rd",315,694,NEB
56560,1845,"Heidelberg Warrandyte Rd, Melbourne Hill Rd to Alexander Rd",694,315,SWB
56561,1846,"Heidelberg Warrandyte Rd, Melbourne Hill Rd to Whipstick Gully Rd",694,695,NEB
56562,1847,"Heidelberg Warrandyte Rd, Whipstick Gully Rd to Melbourne Hill Rd",695,694,SWB
56563,1848,"Marine Dr, Victoria St to Nepean Hwy",1316,834,SB
56564,1849,"Marine Dr, Nepean Hwy to Victoria St",834,1316,NB
56565,1850,"Marine Dr/Esplanade, Watson Rd to Victoria St",1361,1316,SB
56566,1851,"Marine Dr/Esplanade, Victoria St to Watson Rd",1316,1361,NB
56567,1852,"Fitzgerald Rd, Gibertson Rd to Leakes Rd",5258,5002,SB
56568,1853,"Fitzgerald Rd, Leakes Rd to Gibertson Rd",5002,5258,NB
56569,1854,"Balcombe Rd, Beach Rd to Reserve Rd",3037,4866,EB
56570,1855,"Balcombe Rd, Reserve Rd to Beach Rd",4866,3037,EB
56571,1856,"Balcombe Rd, Reserve Rd to Charman Rd",4866,4640,EB
56572,1857,"Balcombe Rd, Charman Rd to Reserve Rd",4640,4866,WB
56573,1858,"Beach Rd, Bluff Rd to Tramway Pde",3037,3034,SB
56574,1859,"Beach Rd, Tramway Pde to Bluff Rd",3034,3037,NB
56575,1860,"Beach Rd, Tramway Pde to Antibes St",3034,3714,EB
56576,1861,"Beach Rd, Antibes St to Tramway Pde",3714,3034,WB
56577,1862,"Beach Rd, Antibes St to Centreway",3714,3036,SB
56578,1863,"Beach Rd, Centreway to Antibes St",3036,3714,NB
56579,1864,"Kings Rd, Calder Fwy to Palmerston Cr",2976,2762,SB
56580,1865,"Kings Rd, Palmerston Cr to Calder Fwy",2762,2976,NB
56581,1866,"High St, Keon Pde/Mahoneys Rd to Broadhurst Ave",3229,3224,SB
56582,1867,"High St, Broadhurst Ave to Keon Pde/Mahoneys Rd",3224,3229,NB
56583,1868,"Waverley Rd/Jells Rd, Springvale Rd to Fentree Gully Rd",426,455,EB
56584,1869,"Waverley Rd/Jells Rd, Fentree Gully Rd to Springvale Rd",455,426,NB
56585,1870,"Huntingdale Rd, Monash Fwy to Ferntree Gully Rd",262,3280,SB
56586,1871,"Huntingdale Rd, Ferntree Gully Rd to Monash Fwy",3280,262,NB
56587,1872,"Huntingdale Rd, Ferntree Gully Rd to Princes Hwy",3280,2428,SB
56588,1873,"Huntingdale Rd, Princes Hwy to Ferntree Gully Rd",2428,3280,NB
56589,1874,"Princess Fwy, Derrimut Rd to ",5257,5145,EB
56590,1875,"Princess Fwy, No name to Derrimut Rd",5145,5257,WB
56591,1876,"Batesford Rd, Waverley Rd to Warrigal  Rd",4340,3690,WB
56592,1877,"Batesford Road, Warrigal Rd to Waverley Rd",3690,4340,EB
56593,1878,"Warrigal Rd, Middle Rd to Monash Fwy",3706,3681,NB
56594,1879,"Warrigal Rd, Monash Fwy to Middle Rd",3681,3706,SB
56595,1880,"Warrigal Rd, Middle Rd to Dandenong Rd",3706,2425,SB
56596,1881,"Warrigal Rd, Dandenong Rd to Middle Rd",2425,3706,NB
56597,1882,"Warrigal Rd, Batesford Rd to High Street Rd",3690,970,NB
56598,1883,"Warrigal Rd, Batesford Rd to High Street Rd",970,3690,SB
56599,1884,"Warrigal Rd, Waverley Rd to Batesford Rd",3680,3690,NB
56600,1885,"Warrigal Rd, Batesford Rd to Waverley Rd",3690,3680,SB
56601,1886,"Warrigal Rd, Dandenong Rd to Atherton Rd",2425,3691,SB
56602,1887,"Warrigal Rd, Atherton Rd to Dandenong Rd",3691,2425,NB
56603,1888,"Warrigal Rd, Atherton Rd to North Rd",3691,3693,SB
56604,1889,"Warrigal Rd, North Rd to Atherton Rd",3693,3691,NB
56605,1890,"Bell Street, Alice St to Melville St",3075,3052,WB
56606,1892,"Bell St, Sydney Rd to Alice St",3054,3075,WB
56607,1893,"Bell St, Alice St to Sydney Rd",3075,3054,EB
56608,1894,"Kerferd Rd, Beaconsfield Pde to Canterbury Rd",4909,3012,SB
56609,1895,"Kerferd Rd, Canterbury Rd to Beaconsfield Pde",3012,4909,NB
56610,1896,"Rowans Rd, Wickham Rd to South Rd",4616,3637,NB
56611,1897,"Rowans Rd, South Rd to Wickham Rd",3637,4616,SB
56612,1898,"Gladestone Rd, Dandenong Rd to Heatherton Rd",192,657,NB
56613,1899,"Gladestone Rd, Heatherton Rd to Dandenong Rd",657,192,SB
56614,1900,"Keilor Park Dr, Fullarton Rd to Foster Rd",2731,2738,NB
56615,1901,"Keilor Park Dr, Fosters Rd to Fullarton Rd",2738,2731,SB
56616,1902,"Keilor Park Dr, Old Calder Hwy to Fullarton Rd",2730,2731,NB
56617,1903,"Keilor Park Dr, Fullarton Rd to Old Calder Hwy",2731,2730,SB
56618,1904,"Keilor Park Dr, Old Calder Hwy to Western Ring Rd Ramps",2730,2878,SB
56619,1905,"Keilor Park Dr, Western Ring Rd Ramps to Old Calder Hwy",2878,2730,SB
56620,1906,"Keilor Park Dr, Western Ring Rd NB Ramps to Western Ring Rd SB Ramps",2878,2879,SB
56621,1907,"Keilor Park Dr, Western Ring Rd SB Ramps to Western Ring Rd NB Ramps",2879,2878,NB
56622,1908,"Melrose Dr, Mickleham Rd to Western Ring Rd",2872,2873,SB
56623,1909,"Melrose Dr, Western Ring Rd to Mickleham Rd",2873,2872,NB
56624,1910,"Keilor Park Dr/Sharps Road, Fosters Rd to Airport Dr",2738,2649,NB
56625,1911,"Sharps Rd/Keilor Park Dr, Airport Dr to Folsters Rd",2649,2738,SB
56626,1912,"Graham St, Williamstown Rd to Plummer St",3750,3755,NB
56627,1913,"Graham St, Plummer St to Williamstown Rd",3755,3750,SB
56628,1914,"Warrigal Rd, Highbury Rd to High Street Rd",3685,970,SB
56629,1915,"Warrigal Rd, High Street Rd to Highbury Rd",970,3685,NB
56630,1916,"Warrigal Rd, Burwood Hwy to Highbury Rd",2000,3685,SB
56631,1917,"Warrigal Rd, Highbury Rd to Burwood Hwy",3685,2000,NB
56632,1918,"Sydney Rd , Harding/Munro St to Reynard St",4130,4126,SB
56633,1919,"Sydney Rd, Reynard St to Harding/Munro St",4126,4130,NB
56634,1920,"Sydney Rd, Reynard St to Moreland Rd",4126,4001,SB
56635,1921,"Sydney Rd, Moreland Rd to Reynard St",4001,4126,NB
56636,1922,"Hoddle St, Johnston St to Gipps St",3382,3383,SB
56637,1923,"Hoddle St, Gipps St to Johnston St",3383,3382,NB
56638,1924,"Hoddle St, Gipps St to Victoria Pde",3383,3385,SB
56639,1925,"Hoddle St, Victoria Pde to Gipps St",3385,3383,NB
56640,1926,"Hotham St, Glen Huntly Rd to Glen Eira Rd",2312,4855,NB
56641,1927,"Hotham St, Glen Eira Rd to Glen Huntly Rd",4855,2312,SB
56642,1928,"Hotham St, Glen Eira Rd to Carlisle St",4855,4853,NB
56643,1929,"Hotham St, Carlisle St to Glen Eira Rd",4853,4855,SB
56644,1930,"Glen Eira Rd, Hotham St to Brighton Rd",4855,2310,WB
56645,1931,"Glen Eira Rd, Brighton Rd to Hotham St",2310,4855,EB
56646,1932,"Maroondah Hwy, Oban Rd to Yarra Rd",133,295,NB
56647,1933,"Maroondah Hwy, Yarra Rd to Oban Rd",295,133,SB
56648,1934,"Maroondah Hwy, Yarra Rd to Croydon Rd",295,137,NB
56649,1935,"Maroondah Hwy, Croydon Rd to Yarra Rd",137,295,SB
56650,1936,"Maroondah Hwy, Warburton Hwy to Melba Hwy",147,3763,NB
56651,1937,"Maroondah Hwy, Melba Hwy to Warburton Hwy",3763,147,SB
56652,1938,"Graham St, Williamstown Rd to Bay St",3750,4722,SB
56653,1939,"Graham St, Bay St to Williamstown Rd",4722,3750,NB
56654,1940,"Dandenong Rd, Poath Rd to Murrumbeena Rd",2424,2422,WB
56655,1941,"Dandenong Rd, Belgrave Rd to Poath Rd",2422,2424,EB
56656,1942,"Dandenong Rd, Poath Rd to Warrigal Rd",2424,2425,EB
56657,1943,"Dandenong Rd, Warrigal Rd to Poath Rd",2425,2424,WB
56658,1944,"Burnley St, Swan St to Barkly Ave",4810,4150,SB
56659,1945,"Burnley St, Barkly Ave to Swan St",4150,4810,NB
56660,1946,"Barkly Ave, Burnley St to Monash Entry Ramp",4150,2841,EB
56661,1947,"Barkly Ave, Monash Entry Ramp to Burnley St",2841,4150,WB
56662,1948,"Williamstown Rd, Todd Rd to Graham St",2887,3750,EB
56663,1949,"Williamstown Rd, Graham St to Todd Rd",3750,2887,WB
56664,1950,"Jacka Blvd, Fitzroy St/The Esplanade to Cavell St",3016,3018,SB
56665,1951,"Jacka Blvd, Cavell St to Fitzroy St/The Esplanade",3018,3016,NB
56666,1952,"Jacka Blvd, Cavell St to Glen Huntly Rd",3018,3019,SB
56667,1953,"Jacka Blvd, Glen Huntly Rd to Cavell St",3019,3018,NB
56668,1954,"Barkly St, Fitzroy St to Alma Rd",2301,3424,SB
56669,1955,"Barkly St, Alma Rd to Fitzroy St",3424,2301,NB
56670,1956,"Barkly St/St Kilda Rd, Alma Rd to Wellington St",3424,2302,NB
56671,1957,"St Kilda Rd/Barkly St, Wellington St to Alma Rd",2302,3424,SB
56672,1958,"Barkly St, Alma Rd to Inkerman Rd",3424,3425,SB
56673,1959,"Barkly St, Inkerman Rd to Alma Rd",3425,3424,NB
56674,1960,"Barkly St, Inkerman Rd to Carlisele St",3425,3426,SB
56675,1961,"Barkly St, Carlisle St to Inkerman Rd",3426,3425,NB
56676,1962,"Barkly St, Carlisle St to Glen Huntly Rd",3426,3019,SB
56677,1963,"Barkly St, Glen Huntly Rd to Carlisle St",3019,3426,NB
56678,1964,"North Rd, Nepean Hwy to Kooyong Rd",2316,3551,EB
56679,1965,"North Rd, Kooyang Rd to Nepean Hwy",3551,2316,WB
56680,1966,"North Rd, Kooyang Rd to Hawthorn Rd",3551,3553,WB
56681,1967,"North Rd, Hawthorn Rd to Kooyang Rd",3553,3551,EB
56682,1968,"Booran Rd, Bambra Rd to Neerim Rd",4081,4082,EB
56683,1969,"Booran Rd, Neerim Rd to Bambra Rd",4082,4081,WB
